   列号   行号   纬度   经度
    523    460  31.52  43.99
    523    461  31.51  44.08
    523    462  31.51  44.16
    523    463  31.50  44.25
    523    464  31.50  44.34
    523    465  31.49  44.43
    523    466  31.49  44.51
    523    467  31.48  44.60
    523    468  31.48  44.69
    523    469  31.47  44.77
    523    470  31.47  44.86
    523    471  31.46  44.95
    523    472  31.46  45.03
    523    473  31.45  45.12
    523    474  31.45  45.20
    523    475  31.44  45.29
    523    476  31.44  45.37
    523    477  31.43  45.46
    523    478  31.43  45.55
    523    479  31.42  45.63
    523    480  31.42  45.71
    523    481  31.41  45.80
    523    482  31.41  45.88
    523    483  31.40  45.97
    523    484  31.40  46.05
    523    485  31.39  46.13
    523    486  31.39  46.22
    523    487  31.38  46.30
    523    488  31.38  46.39
    523    489  31.37  46.47
    523    490  31.37  46.55
    523    491  31.36  46.63
    523    492  31.36  46.72
    523    493  31.35  46.80
    523    494  31.35  46.88
    523    495  31.34  46.96
    523    496  31.34  47.05
    523    497  31.33  47.13
    523    498  31.33  47.21
    523    499  31.32  47.29
    523    500  31.32  47.37
    523    501  31.31  47.45
    523    502  31.31  47.53
    523    503  31.30  47.61
    523    504  31.30  47.69
    523    505  31.30  47.78
    523    506  31.29  47.86
    523    507  31.29  47.94
    523    508  31.28  48.02
    523    509  31.28  48.10
    523    510  31.27  48.18
    523    511  31.27  48.26
    523    512  31.26  48.34
    523    513  31.26  48.41
    523    514  31.25  48.49
    523    515  31.25  48.57
    523    516  31.25  48.65
    523    517  31.24  48.73
    523    518  31.24  48.81
    523    519  31.23  48.89
    523    520  31.23  48.97
    523    521  31.22  49.04
    523    522  31.22  49.12
    523    523  31.21  49.20
    523    524  31.21  49.28
    523    525  31.21  49.36
    523    526  31.20  49.43
    523    527  31.20  49.51
    523    528  31.19  49.59
    523    529  31.19  49.67
    523    530  31.19  49.74
    523    531  31.18  49.82
    523    532  31.18  49.90
    523    533  31.17  49.97
    523    534  31.17  50.05
    523    535  31.16  50.13
    523    536  31.16  50.20
    523    537  31.16  50.28
    523    538  31.15  50.36
    523    539  31.15  50.43
    523    540  31.14  50.51
    523    541  31.14  50.58
    523    542  31.14  50.66
    523    543  31.13  50.73
    523    544  31.13  50.81
    523    545  31.12  50.88
    523    546  31.12  50.96
    523    547  31.12  51.03
    523    548  31.11  51.11
    523    549  31.11  51.18
    523    550  31.10  51.26
    524    451  31.51  43.23
    524    452  31.50  43.32
    524    453  31.50  43.41
    524    454  31.49  43.50
    524    455  31.49  43.59
    524    456  31.48  43.67
    524    457  31.47  43.76
    524    458  31.47  43.85
    524    459  31.46  43.94
    524    460  31.46  44.03
    524    461  31.45  44.12
    524    462  31.45  44.20
    524    463  31.44  44.29
    524    464  31.44  44.38
    524    465  31.43  44.47
    524    466  31.43  44.55
    524    467  31.42  44.64
    524    468  31.42  44.73
    524    469  31.41  44.81
    524    470  31.40  44.90
    524    471  31.40  44.99
    524    472  31.39  45.07
    524    473  31.39  45.16
    524    474  31.38  45.24
    524    475  31.38  45.33
    524    476  31.37  45.41
    524    477  31.37  45.50
    524    478  31.36  45.58
    524    479  31.36  45.67
    524    480  31.35  45.75
    524    481  31.35  45.84
    524    482  31.34  45.92
    524    483  31.34  46.01
    524    484  31.33  46.09
    524    485  31.33  46.17
    524    486  31.32  46.26
    524    487  31.32  46.34
    524    488  31.31  46.42
    524    489  31.31  46.51
    524    490  31.30  46.59
    524    491  31.30  46.67
    524    492  31.30  46.75
    524    493  31.29  46.84
    524    494  31.29  46.92
    524    495  31.28  47.00
    524    496  31.28  47.08
    524    497  31.27  47.16
    524    498  31.27  47.25
    524    499  31.26  47.33
    524    500  31.26  47.41
    524    501  31.25  47.49
    524    502  31.25  47.57
    524    503  31.24  47.65
    524    504  31.24  47.73
    524    505  31.23  47.81
    524    506  31.23  47.89
    524    507  31.23  47.97
    524    508  31.22  48.05
    524    509  31.22  48.13
    524    510  31.21  48.21
    524    511  31.21  48.29
    524    512  31.20  48.37
    524    513  31.20  48.45
    524    514  31.19  48.53
    524    515  31.19  48.61
    524    516  31.18  48.69
    524    517  31.18  48.76
    524    518  31.18  48.84
    524    519  31.17  48.92
    524    520  31.17  49.00
    524    521  31.16  49.08
    524    522  31.16  49.16
    524    523  31.15  49.23
    524    524  31.15  49.31
    524    525  31.15  49.39
    524    526  31.14  49.47
    524    527  31.14  49.54
    524    528  31.13  49.62
    524    529  31.13  49.70
    524    530  31.12  49.78
    524    531  31.12  49.85
    524    532  31.12  49.93
    524    533  31.11  50.01
    524    534  31.11  50.08
    524    535  31.10  50.16
    524    536  31.10  50.24
    524    537  31.10  50.31
    524    538  31.09  50.39
    524    539  31.09  50.46
    524    540  31.08  50.54
    524    541  31.08  50.61
    524    542  31.08  50.69
    524    543  31.07  50.77
    524    544  31.07  50.84
    524    545  31.06  50.92
    524    546  31.06  50.99
    524    547  31.06  51.07
    524    548  31.05  51.14
    524    549  31.05  51.22
    524    550  31.04  51.29
    525    451  31.45  43.27
    525    452  31.44  43.36
    525    453  31.43  43.45
    525    454  31.43  43.54
    525    455  31.42  43.63
    525    456  31.42  43.72
    525    457  31.41  43.81
    525    458  31.41  43.89
    525    459  31.40  43.98
    525    460  31.40  44.07
    525    461  31.39  44.16
    525    462  31.39  44.25
    525    463  31.38  44.33
    525    464  31.37  44.42
    525    465  31.37  44.51
    525    466  31.36  44.60
    525    467  31.36  44.68
    525    468  31.35  44.77
    525    469  31.35  44.86
    525    470  31.34  44.94
    525    471  31.34  45.03
    525    472  31.33  45.11
    525    473  31.33  45.20
    525    474  31.32  45.28
    525    475  31.32  45.37
    525    476  31.31  45.45
    525    477  31.31  45.54
    525    478  31.30  45.62
    525    479  31.30  45.71
    525    480  31.29  45.79
    525    481  31.29  45.88
    525    482  31.28  45.96
    525    483  31.28  46.04
    525    484  31.27  46.13
    525    485  31.27  46.21
    525    486  31.26  46.29
    525    487  31.26  46.38
    525    488  31.25  46.46
    525    489  31.25  46.54
    525    490  31.24  46.63
    525    491  31.24  46.71
    525    492  31.23  46.79
    525    493  31.23  46.87
    525    494  31.22  46.96
    525    495  31.22  47.04
    525    496  31.22  47.12
    525    497  31.21  47.20
    525    498  31.21  47.28
    525    499  31.20  47.36
    525    500  31.20  47.44
    525    501  31.19  47.52
    525    502  31.19  47.61
    525    503  31.18  47.69
    525    504  31.18  47.77
    525    505  31.17  47.85
    525    506  31.17  47.93
    525    507  31.16  48.01
    525    508  31.16  48.09
    525    509  31.16  48.17
    525    510  31.15  48.25
    525    511  31.15  48.33
    525    512  31.14  48.40
    525    513  31.14  48.48
    525    514  31.13  48.56
    525    515  31.13  48.64
    525    516  31.12  48.72
    525    517  31.12  48.80
    525    518  31.12  48.88
    525    519  31.11  48.96
    525    520  31.11  49.03
    525    521  31.10  49.11
    525    522  31.10  49.19
    525    523  31.09  49.27
    525    524  31.09  49.35
    525    525  31.09  49.42
    525    526  31.08  49.50
    525    527  31.08  49.58
    525    528  31.07  49.65
    525    529  31.07  49.73
    525    530  31.06  49.81
    525    531  31.06  49.89
    525    532  31.06  49.96
    525    533  31.05  50.04
    525    534  31.05  50.11
    525    535  31.04  50.19
    525    536  31.04  50.27
    525    537  31.04  50.34
    525    538  31.03  50.42
    525    539  31.03  50.49
    525    540  31.02  50.57
    525    541  31.02  50.65
    525    542  31.02  50.72
    525    543  31.01  50.80
    525    544  31.01  50.87
    525    545  31.00  50.95
    525    546  31.00  51.02
    525    547  31.00  51.10
    525    548  30.99  51.17
    525    549  30.99  51.25
    525    550  30.98  51.32
    526    451  31.38  43.31
    526    452  31.38  43.40
    526    453  31.37  43.49
    526    454  31.37  43.58
    526    455  31.36  43.67
    526    456  31.36  43.76
    526    457  31.35  43.85
    526    458  31.35  43.94
    526    459  31.34  44.02
    526    460  31.33  44.11
    526    461  31.33  44.20
    526    462  31.32  44.29
    526    463  31.32  44.38
    526    464  31.31  44.46
    526    465  31.31  44.55
    526    466  31.30  44.64
    526    467  31.30  44.72
    526    468  31.29  44.81
    526    469  31.29  44.90
    526    470  31.28  44.98
    526    471  31.28  45.07
    526    472  31.27  45.15
    526    473  31.27  45.24
    526    474  31.26  45.32
    526    475  31.26  45.41
    526    476  31.25  45.49
    526    477  31.25  45.58
    526    478  31.24  45.66
    526    479  31.24  45.75
    526    480  31.23  45.83
    526    481  31.23  45.92
    526    482  31.22  46.00
    526    483  31.22  46.08
    526    484  31.21  46.17
    526    485  31.21  46.25
    526    486  31.20  46.33
    526    487  31.20  46.42
    526    488  31.19  46.50
    526    489  31.19  46.58
    526    490  31.18  46.66
    526    491  31.18  46.75
    526    492  31.17  46.83
    526    493  31.17  46.91
    526    494  31.16  46.99
    526    495  31.16  47.07
    526    496  31.15  47.16
    526    497  31.15  47.24
    526    498  31.14  47.32
    526    499  31.14  47.40
    526    500  31.14  47.48
    526    501  31.13  47.56
    526    502  31.13  47.64
    526    503  31.12  47.72
    526    504  31.12  47.80
    526    505  31.11  47.88
    526    506  31.11  47.96
    526    507  31.10  48.04
    526    508  31.10  48.12
    526    509  31.09  48.20
    526    510  31.09  48.28
    526    511  31.09  48.36
    526    512  31.08  48.44
    526    513  31.08  48.52
    526    514  31.07  48.60
    526    515  31.07  48.68
    526    516  31.06  48.75
    526    517  31.06  48.83
    526    518  31.06  48.91
    526    519  31.05  48.99
    526    520  31.05  49.07
    526    521  31.04  49.15
    526    522  31.04  49.22
    526    523  31.03  49.30
    526    524  31.03  49.38
    526    525  31.03  49.46
    526    526  31.02  49.53
    526    527  31.02  49.61
    526    528  31.01  49.69
    526    529  31.01  49.76
    526    530  31.00  49.84
    526    531  31.00  49.92
    526    532  31.00  49.99
    526    533  30.99  50.07
    526    534  30.99  50.15
    526    535  30.98  50.22
    526    536  30.98  50.30
    526    537  30.98  50.37
    526    538  30.97  50.45
    526    539  30.97  50.53
    526    540  30.96  50.60
    526    541  30.96  50.68
    526    542  30.96  50.75
    526    543  30.95  50.83
    526    544  30.95  50.90
    526    545  30.94  50.98
    526    546  30.94  51.05
    526    547  30.94  51.13
    526    548  30.93  51.20
    526    549  30.93  51.28
    526    550  30.92  51.35
    527    451  31.32  43.36
    527    452  31.32  43.45
    527    453  31.31  43.54
    527    454  31.31  43.62
    527    455  31.30  43.71
    527    456  31.29  43.80
    527    457  31.29  43.89
    527    458  31.28  43.98
    527    459  31.28  44.07
    527    460  31.27  44.15
    527    461  31.27  44.24
    527    462  31.26  44.33
    527    463  31.26  44.42
    527    464  31.25  44.50
    527    465  31.25  44.59
    527    466  31.24  44.68
    527    467  31.24  44.76
    527    468  31.23  44.85
    527    469  31.23  44.94
    527    470  31.22  45.02
    527    471  31.22  45.11
    527    472  31.21  45.19
    527    473  31.21  45.28
    527    474  31.20  45.36
    527    475  31.20  45.45
    527    476  31.19  45.53
    527    477  31.19  45.62
    527    478  31.18  45.70
    527    479  31.18  45.79
    527    480  31.17  45.87
    527    481  31.17  45.95
    527    482  31.16  46.04
    527    483  31.16  46.12
    527    484  31.15  46.20
    527    485  31.15  46.29
    527    486  31.14  46.37
    527    487  31.14  46.45
    527    488  31.13  46.54
    527    489  31.13  46.62
    527    490  31.12  46.70
    527    491  31.12  46.78
    527    492  31.11  46.86
    527    493  31.11  46.95
    527    494  31.10  47.03
    527    495  31.10  47.11
    527    496  31.09  47.19
    527    497  31.09  47.27
    527    498  31.08  47.35
    527    499  31.08  47.43
    527    500  31.07  47.52
    527    501  31.07  47.60
    527    502  31.07  47.68
    527    503  31.06  47.76
    527    504  31.06  47.84
    527    505  31.05  47.92
    527    506  31.05  48.00
    527    507  31.04  48.08
    527    508  31.04  48.16
    527    509  31.03  48.24
    527    510  31.03  48.32
    527    511  31.03  48.39
    527    512  31.02  48.47
    527    513  31.02  48.55
    527    514  31.01  48.63
    527    515  31.01  48.71
    527    516  31.00  48.79
    527    517  31.00  48.87
    527    518  30.99  48.94
    527    519  30.99  49.02
    527    520  30.99  49.10
    527    521  30.98  49.18
    527    522  30.98  49.26
    527    523  30.97  49.33
    527    524  30.97  49.41
    527    525  30.96  49.49
    527    526  30.96  49.57
    527    527  30.96  49.64
    527    528  30.95  49.72
    527    529  30.95  49.80
    527    530  30.94  49.87
    527    531  30.94  49.95
    527    532  30.94  50.03
    527    533  30.93  50.10
    527    534  30.93  50.18
    527    535  30.92  50.25
    527    536  30.92  50.33
    527    537  30.92  50.41
    527    538  30.91  50.48
    527    539  30.91  50.56
    527    540  30.90  50.63
    527    541  30.90  50.71
    527    542  30.90  50.78
    527    543  30.89  50.86
    527    544  30.89  50.93
    527    545  30.88  51.01
    527    546  30.88  51.08
    527    547  30.88  51.16
    527    548  30.87  51.23
    527    549  30.87  51.31
    527    550  30.86  51.38
    528    451  31.26  43.40
    528    452  31.25  43.49
    528    453  31.25  43.58
    528    454  31.24  43.67
    528    455  31.24  43.76
    528    456  31.23  43.84
    528    457  31.23  43.93
    528    458  31.22  44.02
    528    459  31.22  44.11
    528    460  31.21  44.20
    528    461  31.21  44.28
    528    462  31.20  44.37
    528    463  31.20  44.46
    528    464  31.19  44.54
    528    465  31.19  44.63
    528    466  31.18  44.72
    528    467  31.17  44.80
    528    468  31.17  44.89
    528    469  31.16  44.98
    528    470  31.16  45.06
    528    471  31.15  45.15
    528    472  31.15  45.23
    528    473  31.14  45.32
    528    474  31.14  45.40
    528    475  31.13  45.49
    528    476  31.13  45.57
    528    477  31.12  45.66
    528    478  31.12  45.74
    528    479  31.11  45.82
    528    480  31.11  45.91
    528    481  31.10  45.99
    528    482  31.10  46.08
    528    483  31.09  46.16
    528    484  31.09  46.24
    528    485  31.08  46.32
    528    486  31.08  46.41
    528    487  31.08  46.49
    528    488  31.07  46.57
    528    489  31.07  46.66
    528    490  31.06  46.74
    528    491  31.06  46.82
    528    492  31.05  46.90
    528    493  31.05  46.98
    528    494  31.04  47.06
    528    495  31.04  47.15
    528    496  31.03  47.23
    528    497  31.03  47.31
    528    498  31.02  47.39
    528    499  31.02  47.47
    528    500  31.01  47.55
    528    501  31.01  47.63
    528    502  31.01  47.71
    528    503  31.00  47.79
    528    504  31.00  47.87
    528    505  30.99  47.95
    528    506  30.99  48.03
    528    507  30.98  48.11
    528    508  30.98  48.19
    528    509  30.97  48.27
    528    510  30.97  48.35
    528    511  30.96  48.43
    528    512  30.96  48.51
    528    513  30.96  48.59
    528    514  30.95  48.66
    528    515  30.95  48.74
    528    516  30.94  48.82
    528    517  30.94  48.90
    528    518  30.93  48.98
    528    519  30.93  49.06
    528    520  30.93  49.13
    528    521  30.92  49.21
    528    522  30.92  49.29
    528    523  30.91  49.37
    528    524  30.91  49.44
    528    525  30.90  49.52
    528    526  30.90  49.60
    528    527  30.90  49.67
    528    528  30.89  49.75
    528    529  30.89  49.83
    528    530  30.88  49.90
    528    531  30.88  49.98
    528    532  30.88  50.06
    528    533  30.87  50.13
    528    534  30.87  50.21
    528    535  30.86  50.29
    528    536  30.86  50.36
    528    537  30.86  50.44
    528    538  30.85  50.51
    528    539  30.85  50.59
    528    540  30.84  50.66
    528    541  30.84  50.74
    528    542  30.84  50.81
    528    543  30.83  50.89
    528    544  30.83  50.96
    528    545  30.82  51.04
    528    546  30.82  51.11
    528    547  30.82  51.19
    528    548  30.81  51.26
    528    549  30.81  51.34
    528    550  30.80  51.41
    529    451  31.20  43.44
    529    452  31.19  43.53
    529    453  31.19  43.62
    529    454  31.18  43.71
    529    455  31.18  43.80
    529    456  31.17  43.89
    529    457  31.17  43.97
    529    458  31.16  44.06
    529    459  31.16  44.15
    529    460  31.15  44.24
    529    461  31.14  44.32
    529    462  31.14  44.41
    529    463  31.13  44.50
    529    464  31.13  44.58
    529    465  31.12  44.67
    529    466  31.12  44.76
    529    467  31.11  44.84
    529    468  31.11  44.93
    529    469  31.10  45.02
    529    470  31.10  45.10
    529    471  31.09  45.19
    529    472  31.09  45.27
    529    473  31.08  45.36
    529    474  31.08  45.44
    529    475  31.07  45.53
    529    476  31.07  45.61
    529    477  31.06  45.69
    529    478  31.06  45.78
    529    479  31.05  45.86
    529    480  31.05  45.95
    529    481  31.04  46.03
    529    482  31.04  46.11
    529    483  31.03  46.20
    529    484  31.03  46.28
    529    485  31.02  46.36
    529    486  31.02  46.44
    529    487  31.01  46.53
    529    488  31.01  46.61
    529    489  31.00  46.69
    529    490  31.00  46.77
    529    491  31.00  46.86
    529    492  30.99  46.94
    529    493  30.99  47.02
    529    494  30.98  47.10
    529    495  30.98  47.18
    529    496  30.97  47.26
    529    497  30.97  47.34
    529    498  30.96  47.43
    529    499  30.96  47.51
    529    500  30.95  47.59
    529    501  30.95  47.67
    529    502  30.94  47.75
    529    503  30.94  47.83
    529    504  30.94  47.91
    529    505  30.93  47.99
    529    506  30.93  48.07
    529    507  30.92  48.15
    529    508  30.92  48.23
    529    509  30.91  48.30
    529    510  30.91  48.38
    529    511  30.90  48.46
    529    512  30.90  48.54
    529    513  30.90  48.62
    529    514  30.89  48.70
    529    515  30.89  48.78
    529    516  30.88  48.86
    529    517  30.88  48.93
    529    518  30.87  49.01
    529    519  30.87  49.09
    529    520  30.87  49.17
    529    521  30.86  49.24
    529    522  30.86  49.32
    529    523  30.85  49.40
    529    524  30.85  49.48
    529    525  30.84  49.55
    529    526  30.84  49.63
    529    527  30.84  49.71
    529    528  30.83  49.78
    529    529  30.83  49.86
    529    530  30.82  49.94
    529    531  30.82  50.01
    529    532  30.82  50.09
    529    533  30.81  50.17
    529    534  30.81  50.24
    529    535  30.80  50.32
    529    536  30.80  50.39
    529    537  30.80  50.47
    529    538  30.79  50.54
    529    539  30.79  50.62
    529    540  30.78  50.69
    529    541  30.78  50.77
    529    542  30.78  50.84
    529    543  30.77  50.92
    529    544  30.77  50.99
    529    545  30.76  51.07
    529    546  30.76  51.14
    529    547  30.76  51.22
    529    548  30.75  51.29
    529    549  30.75  51.37
    529    550  30.74  51.44
    530    451  31.14  43.49
    530    452  31.13  43.57
    530    453  31.13  43.66
    530    454  31.12  43.75
    530    455  31.12  43.84
    530    456  31.11  43.93
    530    457  31.10  44.02
    530    458  31.10  44.10
    530    459  31.09  44.19
    530    460  31.09  44.28
    530    461  31.08  44.37
    530    462  31.08  44.45
    530    463  31.07  44.54
    530    464  31.07  44.63
    530    465  31.06  44.71
    530    466  31.06  44.80
    530    467  31.05  44.88
    530    468  31.05  44.97
    530    469  31.04  45.05
    530    470  31.04  45.14
    530    471  31.03  45.23
    530    472  31.03  45.31
    530    473  31.02  45.40
    530    474  31.02  45.48
    530    475  31.01  45.56
    530    476  31.01  45.65
    530    477  31.00  45.73
    530    478  31.00  45.82
    530    479  30.99  45.90
    530    480  30.99  45.98
    530    481  30.98  46.07
    530    482  30.98  46.15
    530    483  30.97  46.23
    530    484  30.97  46.32
    530    485  30.96  46.40
    530    486  30.96  46.48
    530    487  30.95  46.56
    530    488  30.95  46.65
    530    489  30.94  46.73
    530    490  30.94  46.81
    530    491  30.93  46.89
    530    492  30.93  46.97
    530    493  30.93  47.06
    530    494  30.92  47.14
    530    495  30.92  47.22
    530    496  30.91  47.30
    530    497  30.91  47.38
    530    498  30.90  47.46
    530    499  30.90  47.54
    530    500  30.89  47.62
    530    501  30.89  47.70
    530    502  30.88  47.78
    530    503  30.88  47.86
    530    504  30.88  47.94
    530    505  30.87  48.02
    530    506  30.87  48.10
    530    507  30.86  48.18
    530    508  30.86  48.26
    530    509  30.85  48.34
    530    510  30.85  48.42
    530    511  30.84  48.50
    530    512  30.84  48.58
    530    513  30.84  48.65
    530    514  30.83  48.73
    530    515  30.83  48.81
    530    516  30.82  48.89
    530    517  30.82  48.97
    530    518  30.81  49.04
    530    519  30.81  49.12
    530    520  30.81  49.20
    530    521  30.80  49.28
    530    522  30.80  49.35
    530    523  30.79  49.43
    530    524  30.79  49.51
    530    525  30.78  49.59
    530    526  30.78  49.66
    530    527  30.78  49.74
    530    528  30.77  49.82
    530    529  30.77  49.89
    530    530  30.76  49.97
    530    531  30.76  50.04
    530    532  30.76  50.12
    530    533  30.75  50.20
    530    534  30.75  50.27
    530    535  30.74  50.35
    530    536  30.74  50.42
    530    537  30.74  50.50
    530    538  30.73  50.57
    530    539  30.73  50.65
    530    540  30.72  50.73
    530    541  30.72  50.80
    530    542  30.72  50.88
    530    543  30.71  50.95
    530    544  30.71  51.02
    530    545  30.70  51.10
    530    546  30.70  51.17
    530    547  30.70  51.25
    530    548  30.69  51.32
    530    549  30.69  51.40
    530    550  30.68  51.47
    531    451  31.08  43.53
    531    452  31.07  43.62
    531    453  31.06  43.70
    531    454  31.06  43.79
    531    455  31.05  43.88
    531    456  31.05  43.97
    531    457  31.04  44.06
    531    458  31.04  44.14
    531    459  31.03  44.23
    531    460  31.03  44.32
    531    461  31.02  44.41
    531    462  31.02  44.49
    531    463  31.01  44.58
    531    464  31.01  44.67
    531    465  31.00  44.75
    531    466  31.00  44.84
    531    467  30.99  44.92
    531    468  30.99  45.01
    531    469  30.98  45.09
    531    470  30.98  45.18
    531    471  30.97  45.26
    531    472  30.97  45.35
    531    473  30.96  45.43
    531    474  30.96  45.52
    531    475  30.95  45.60
    531    476  30.95  45.69
    531    477  30.94  45.77
    531    478  30.94  45.85
    531    479  30.93  45.94
    531    480  30.93  46.02
    531    481  30.92  46.11
    531    482  30.92  46.19
    531    483  30.91  46.27
    531    484  30.91  46.35
    531    485  30.90  46.44
    531    486  30.90  46.52
    531    487  30.89  46.60
    531    488  30.89  46.68
    531    489  30.88  46.77
    531    490  30.88  46.85
    531    491  30.87  46.93
    531    492  30.87  47.01
    531    493  30.86  47.09
    531    494  30.86  47.17
    531    495  30.86  47.25
    531    496  30.85  47.33
    531    497  30.85  47.42
    531    498  30.84  47.50
    531    499  30.84  47.58
    531    500  30.83  47.66
    531    501  30.83  47.74
    531    502  30.82  47.82
    531    503  30.82  47.90
    531    504  30.81  47.98
    531    505  30.81  48.06
    531    506  30.81  48.14
    531    507  30.80  48.21
    531    508  30.80  48.29
    531    509  30.79  48.37
    531    510  30.79  48.45
    531    511  30.78  48.53
    531    512  30.78  48.61
    531    513  30.78  48.69
    531    514  30.77  48.77
    531    515  30.77  48.84
    531    516  30.76  48.92
    531    517  30.76  49.00
    531    518  30.75  49.08
    531    519  30.75  49.15
    531    520  30.75  49.23
    531    521  30.74  49.31
    531    522  30.74  49.39
    531    523  30.73  49.46
    531    524  30.73  49.54
    531    525  30.72  49.62
    531    526  30.72  49.69
    531    527  30.72  49.77
    531    528  30.71  49.85
    531    529  30.71  49.92
    531    530  30.70  50.00
    531    531  30.70  50.08
    531    532  30.70  50.15
    531    533  30.69  50.23
    531    534  30.69  50.30
    531    535  30.68  50.38
    531    536  30.68  50.46
    531    537  30.68  50.53
    531    538  30.67  50.61
    531    539  30.67  50.68
    531    540  30.66  50.76
    531    541  30.66  50.83
    531    542  30.66  50.91
    531    543  30.65  50.98
    531    544  30.65  51.05
    531    545  30.64  51.13
    531    546  30.64  51.20
    531    547  30.64  51.28
    531    548  30.63  51.35
    531    549  30.63  51.43
    531    550  30.62  51.50
    532    451  31.01  43.57
    532    452  31.01  43.66
    532    453  31.00  43.75
    532    454  31.00  43.83
    532    455  30.99  43.92
    532    456  30.99  44.01
    532    457  30.98  44.10
    532    458  30.98  44.19
    532    459  30.97  44.27
    532    460  30.97  44.36
    532    461  30.96  44.45
    532    462  30.96  44.53
    532    463  30.95  44.62
    532    464  30.95  44.71
    532    465  30.94  44.79
    532    466  30.94  44.88
    532    467  30.93  44.96
    532    468  30.93  45.05
    532    469  30.92  45.13
    532    470  30.92  45.22
    532    471  30.91  45.30
    532    472  30.91  45.39
    532    473  30.90  45.47
    532    474  30.90  45.56
    532    475  30.89  45.64
    532    476  30.89  45.73
    532    477  30.88  45.81
    532    478  30.88  45.89
    532    479  30.87  45.98
    532    480  30.87  46.06
    532    481  30.86  46.14
    532    482  30.86  46.23
    532    483  30.85  46.31
    532    484  30.85  46.39
    532    485  30.84  46.47
    532    486  30.84  46.56
    532    487  30.83  46.64
    532    488  30.83  46.72
    532    489  30.82  46.80
    532    490  30.82  46.88
    532    491  30.81  46.96
    532    492  30.81  47.05
    532    493  30.80  47.13
    532    494  30.80  47.21
    532    495  30.80  47.29
    532    496  30.79  47.37
    532    497  30.79  47.45
    532    498  30.78  47.53
    532    499  30.78  47.61
    532    500  30.77  47.69
    532    501  30.77  47.77
    532    502  30.76  47.85
    532    503  30.76  47.93
    532    504  30.75  48.01
    532    505  30.75  48.09
    532    506  30.75  48.17
    532    507  30.74  48.25
    532    508  30.74  48.33
    532    509  30.73  48.41
    532    510  30.73  48.49
    532    511  30.72  48.56
    532    512  30.72  48.64
    532    513  30.72  48.72
    532    514  30.71  48.80
    532    515  30.71  48.88
    532    516  30.70  48.95
    532    517  30.70  49.03
    532    518  30.69  49.11
    532    519  30.69  49.19
    532    520  30.69  49.27
    532    521  30.68  49.34
    532    522  30.68  49.42
    532    523  30.67  49.50
    532    524  30.67  49.57
    532    525  30.66  49.65
    532    526  30.66  49.73
    532    527  30.66  49.80
    532    528  30.65  49.88
    532    529  30.65  49.96
    532    530  30.64  50.03
    532    531  30.64  50.11
    532    532  30.64  50.18
    532    533  30.63  50.26
    532    534  30.63  50.33
    532    535  30.62  50.41
    532    536  30.62  50.49
    532    537  30.62  50.56
    532    538  30.61  50.64
    532    539  30.61  50.71
    532    540  30.60  50.79
    532    541  30.60  50.86
    532    542  30.60  50.94
    532    543  30.59  51.01
    532    544  30.59  51.08
    532    545  30.58  51.16
    532    546  30.58  51.23
    532    547  30.58  51.31
    532    548  30.57  51.38
    532    549  30.57  51.46
    532    550  30.57  51.53
    533    451  30.95  43.61
    533    452  30.95  43.70
    533    453  30.94  43.79
    533    454  30.94  43.88
    533    455  30.93  43.96
    533    456  30.93  44.05
    533    457  30.92  44.14
    533    458  30.92  44.23
    533    459  30.91  44.31
    533    460  30.91  44.40
    533    461  30.90  44.49
    533    462  30.89  44.57
    533    463  30.89  44.66
    533    464  30.88  44.74
    533    465  30.88  44.83
    533    466  30.87  44.92
    533    467  30.87  45.00
    533    468  30.86  45.09
    533    469  30.86  45.17
    533    470  30.85  45.26
    533    471  30.85  45.34
    533    472  30.84  45.43
    533    473  30.84  45.51
    533    474  30.83  45.60
    533    475  30.83  45.68
    533    476  30.82  45.76
    533    477  30.82  45.85
    533    478  30.81  45.93
    533    479  30.81  46.01
    533    480  30.81  46.10
    533    481  30.80  46.18
    533    482  30.80  46.26
    533    483  30.79  46.35
    533    484  30.79  46.43
    533    485  30.78  46.51
    533    486  30.78  46.59
    533    487  30.77  46.67
    533    488  30.77  46.76
    533    489  30.76  46.84
    533    490  30.76  46.92
    533    491  30.75  47.00
    533    492  30.75  47.08
    533    493  30.74  47.16
    533    494  30.74  47.24
    533    495  30.73  47.32
    533    496  30.73  47.41
    533    497  30.73  47.49
    533    498  30.72  47.57
    533    499  30.72  47.65
    533    500  30.71  47.73
    533    501  30.71  47.81
    533    502  30.70  47.89
    533    503  30.70  47.97
    533    504  30.69  48.05
    533    505  30.69  48.12
    533    506  30.69  48.20
    533    507  30.68  48.28
    533    508  30.68  48.36
    533    509  30.67  48.44
    533    510  30.67  48.52
    533    511  30.66  48.60
    533    512  30.66  48.68
    533    513  30.66  48.75
    533    514  30.65  48.83
    533    515  30.65  48.91
    533    516  30.64  48.99
    533    517  30.64  49.07
    533    518  30.63  49.14
    533    519  30.63  49.22
    533    520  30.63  49.30
    533    521  30.62  49.37
    533    522  30.62  49.45
    533    523  30.61  49.53
    533    524  30.61  49.61
    533    525  30.60  49.68
    533    526  30.60  49.76
    533    527  30.60  49.83
    533    528  30.59  49.91
    533    529  30.59  49.99
    533    530  30.58  50.06
    533    531  30.58  50.14
    533    532  30.58  50.21
    533    533  30.57  50.29
    533    534  30.57  50.37
