(38.865, 36.325)	(38.974, 36.317)	(39.083, 36.308)	(39.192, 36.300)	(39.300, 36.292)	(39.408, 36.284)	(39.515, 36.276)	(39.622, 36.268)	(39.729, 36.260)	(39.835, 36.252)	(39.941, 36.244)	(40.047, 36.236)	(40.152, 36.228)	(40.257, 36.220)	(40.362, 36.213)	(40.466, 36.205)	(40.570, 36.197)	(40.674, 36.190)	(40.777, 36.182)	(40.880, 36.174)	(40.983, 36.167)	(41.085, 36.159)	(41.187, 36.152)	(41.289, 36.144)	(41.390, 36.137)	(41.491, 36.130)	(41.592, 36.122)	(41.693, 36.115)	(41.793, 36.108)	(41.893, 36.101)	(41.992, 36.093)	(42.092, 36.086)	(42.191, 36.079)	(42.290, 36.072)	(42.388, 36.065)	(42.487, 36.058)	(42.585, 36.051)	(42.682, 36.044)	(42.780, 36.037)	(42.877, 36.030)	(42.974, 36.023)	(43.071, 36.016)	(43.167, 36.009)	(43.263, 36.003)	(43.359, 35.996)	(43.455, 35.989)	(43.550, 35.982)	(43.645, 35.976)	(43.740, 35.969)	(43.835, 35.962)	(43.929, 35.956)	(44.024, 35.949)	(44.118, 35.943)	(44.211, 35.936)	(44.305, 35.930)	(44.398, 35.923)	(44.491, 35.917)	(44.584, 35.910)	(44.676, 35.904)	(44.769, 35.898)	(44.861, 35.891)	(44.953, 35.885)	(45.045, 35.879)	(45.136, 35.873)	(45.227, 35.866)	(45.318, 35.860)	(45.409, 35.854)	(45.500, 35.848)	(45.590, 35.842)	(45.681, 35.836)	(45.771, 35.830)	(45.860, 35.823)	(45.950, 35.817)	(46.040, 35.811)	(46.129, 35.805)	(46.218, 35.800)	(46.307, 35.794)	(46.395, 35.788)	(46.484, 35.782)	(46.572, 35.776)	(46.660, 35.770)	(46.748, 35.764)	(46.836, 35.759)	(46.923, 35.753)	(47.010, 35.747)	(47.098, 35.741)	(47.185, 35.736)	(47.271, 35.730)	(47.358, 35.724)	(47.444, 35.719)	(47.531, 35.713)	(47.617, 35.707)	(47.703, 35.702)	(47.788, 35.696)	(47.874, 35.691)	(47.959, 35.685)	(48.045, 35.680)	(48.130, 35.674)	(48.215, 35.669)	(48.299, 35.663)	
(41.489, 33.386)	(41.586, 33.379)	(41.682, 33.373)	(41.778, 33.366)	(41.874, 33.360)	(41.970, 33.353)	(42.065, 33.347)	(42.160, 33.341)	(42.255, 33.334)	(42.349, 33.328)	(42.443, 33.322)	(42.537, 33.316)	(42.631, 33.309)	(42.725, 33.303)	(42.818, 33.297)	(42.911, 33.291)	(43.004, 33.285)	(43.096, 33.279)	(43.189, 33.273)	(43.281, 33.266)	(43.373, 33.260)	(43.464, 33.254)	(43.556, 33.249)	(43.647, 33.243)	(43.738, 33.237)	(43.829, 33.231)	(43.919, 33.225)	(44.010, 33.219)	(44.100, 33.213)	(44.190, 33.207)	(44.279, 33.202)	(44.369, 33.196)	(44.458, 33.190)	(44.547, 33.184)	(44.636, 33.179)	(44.725, 33.173)	(44.813, 33.167)	(44.901, 33.162)	(44.990, 33.156)	(45.077, 33.151)	(45.165, 33.145)	(45.253, 33.140)	(45.340, 33.134)	(45.427, 33.129)	(45.514, 33.123)	(45.601, 33.118)	(45.687, 33.112)	(45.774, 33.107)	(45.860, 33.101)	(45.946, 33.096)	(46.032, 33.091)	(46.117, 33.085)	(46.203, 33.080)	(46.288, 33.075)	(46.373, 33.070)	(46.458, 33.064)	(46.543, 33.059)	(46.627, 33.054)	(46.712, 33.049)	(46.796, 33.044)	(46.880, 33.038)	(46.964, 33.033)	(47.048, 33.028)	(47.131, 33.023)	(47.215, 33.018)	(47.298, 33.013)	(47.381, 33.008)	(47.464, 33.003)	(47.547, 32.998)	(47.630, 32.993)	(47.712, 32.988)	(47.794, 32.983)	(47.876, 32.978)	(47.959, 32.973)	(48.040, 32.968)	(48.122, 32.963)	(48.204, 32.959)	(48.285, 32.954)	(48.366, 32.949)	(48.447, 32.944)	(48.528, 32.939)	(48.609, 32.935)	(48.690, 32.930)	(48.770, 32.925)	(48.851, 32.920)	(48.931, 32.916)	(49.011, 32.911)	(49.091, 32.906)	(49.171, 32.902)	(49.250, 32.897)	(49.330, 32.892)	(49.409, 32.888)	(49.489, 32.883)	(49.568, 32.879)	(49.647, 32.874)	(49.726, 32.870)	(49.804, 32.865)	(49.883, 32.861)	(49.961, 32.856)	(50.040, 32.852)	
(41.541, 33.321)	(41.638, 33.315)	(41.734, 33.308)	(41.829, 33.302)	(41.925, 33.295)	(42.020, 33.289)	(42.115, 33.283)	(42.210, 33.276)	(42.305, 33.270)	(42.399, 33.264)	(42.493, 33.258)	(42.587, 33.251)	(42.680, 33.245)	(42.774, 33.239)	(42.867, 33.233)	(42.959, 33.227)	(43.052, 33.221)	(43.144, 33.215)	(43.237, 33.209)	(43.328, 33.203)	(43.420, 33.197)	(43.512, 33.191)	(43.603, 33.185)	(43.694, 33.179)	(43.785, 33.173)	(43.875, 33.167)	(43.966, 33.161)	(44.056, 33.155)	(44.146, 33.150)	(44.235, 33.144)	(44.325, 33.138)	(44.414, 33.132)	(44.503, 33.127)	(44.592, 33.121)	(44.681, 33.115)	(44.769, 33.110)	(44.858, 33.104)	(44.946, 33.098)	(45.034, 33.093)	(45.121, 33.087)	(45.209, 33.082)	(45.296, 33.076)	(45.383, 33.071)	(45.470, 33.065)	(45.557, 33.060)	(45.644, 33.054)	(45.730, 33.049)	(45.816, 33.044)	(45.902, 33.038)	(45.988, 33.033)	(46.074, 33.028)	(46.159, 33.022)	(46.245, 33.017)	(46.330, 33.012)	(46.415, 33.007)	(46.499, 33.001)	(46.584, 32.996)	(46.668, 32.991)	(46.753, 32.986)	(46.837, 32.981)	(46.921, 32.976)	(47.005, 32.970)	(47.088, 32.965)	(47.172, 32.960)	(47.255, 32.955)	(47.338, 32.950)	(47.421, 32.945)	(47.504, 32.940)	(47.586, 32.935)	(47.669, 32.930)	(47.751, 32.925)	(47.833, 32.920)	(47.915, 32.916)	(47.997, 32.911)	(48.079, 32.906)	(48.160, 32.901)	(48.242, 32.896)	(48.323, 32.891)	(48.404, 32.886)	(48.485, 32.882)	(48.566, 32.877)	(48.647, 32.872)	(48.727, 32.867)	(48.808, 32.863)	(48.888, 32.858)	(48.968, 32.853)	(49.048, 32.849)	(49.128, 32.844)	(49.207, 32.839)	(49.287, 32.835)	(49.366, 32.830)	(49.446, 32.826)	(49.525, 32.821)	(49.604, 32.816)	(49.683, 32.812)	(49.761, 32.807)	(49.840, 32.803)	(49.919, 32.798)	(49.997, 32.794)	(50.075, 32.790)	
(41.593, 33.257)	(41.689, 33.250)	(41.785, 33.244)	(41.880, 33.238)	(41.976, 33.231)	(42.071, 33.225)	(42.165, 33.219)	(42.260, 33.212)	(42.354, 33.206)	(42.448, 33.200)	(42.542, 33.194)	(42.636, 33.187)	(42.729, 33.181)	(42.822, 33.175)	(42.915, 33.169)	(43.008, 33.163)	(43.100, 33.157)	(43.192, 33.151)	(43.284, 33.145)	(43.376, 33.139)	(43.467, 33.133)	(43.559, 33.127)	(43.650, 33.121)	(43.741, 33.115)	(43.831, 33.109)	(43.922, 33.103)	(44.012, 33.098)	(44.102, 33.092)	(44.191, 33.086)	(44.281, 33.080)	(44.370, 33.075)	(44.459, 33.069)	(44.548, 33.063)	(44.637, 33.058)	(44.726, 33.052)	(44.814, 33.046)	(44.902, 33.041)	(44.990, 33.035)	(45.078, 33.030)	(45.165, 33.024)	(45.253, 33.019)	(45.340, 33.013)	(45.427, 33.008)	(45.513, 33.002)	(45.600, 32.997)	(45.686, 32.991)	(45.773, 32.986)	(45.859, 32.981)	(45.945, 32.975)	(46.030, 32.970)	(46.116, 32.965)	(46.201, 32.959)	(46.286, 32.954)	(46.371, 32.949)	(46.456, 32.944)	(46.541, 32.938)	(46.625, 32.933)	(46.709, 32.928)	(46.793, 32.923)	(46.877, 32.918)	(46.961, 32.913)	(47.045, 32.908)	(47.128, 32.903)	(47.212, 32.898)	(47.295, 32.893)	(47.378, 32.888)	(47.460, 32.883)	(47.543, 32.878)	(47.626, 32.873)	(47.708, 32.868)	(47.790, 32.863)	(47.872, 32.858)	(47.954, 32.853)	(48.036, 32.848)	(48.117, 32.843)	(48.199, 32.838)	(48.280, 32.834)	(48.361, 32.829)	(48.442, 32.824)	(48.523, 32.819)	(48.604, 32.815)	(48.684, 32.810)	(48.765, 32.805)	(48.845, 32.800)	(48.925, 32.796)	(49.005, 32.791)	(49.085, 32.786)	(49.164, 32.782)	(49.244, 32.777)	(49.323, 32.773)	(49.403, 32.768)	(49.482, 32.763)	(49.561, 32.759)	(49.640, 32.754)	(49.718, 32.750)	(49.797, 32.745)	(49.876, 32.741)	(49.954, 32.736)	(50.032, 32.732)	(50.110, 32.728)	
(41.644, 33.193)	(41.740, 33.186)	(41.836, 33.180)	(41.931, 33.173)	(42.026, 33.167)	(42.121, 33.161)	(42.215, 33.154)	(42.310, 33.148)	(42.404, 33.142)	(42.498, 33.136)	(42.591, 33.130)	(42.685, 33.123)	(42.778, 33.117)	(42.871, 33.111)	(42.963, 33.105)	(43.056, 33.099)	(43.148, 33.093)	(43.240, 33.087)	(43.332, 33.081)	(43.423, 33.075)	(43.515, 33.069)	(43.606, 33.063)	(43.696, 33.057)	(43.787, 33.052)	(43.878, 33.046)	(43.968, 33.040)	(44.058, 33.034)	(44.147, 33.028)	(44.237, 33.023)	(44.326, 33.017)	(44.416, 33.011)	(44.504, 33.005)	(44.593, 33.000)	(44.682, 32.994)	(44.770, 32.989)	(44.858, 32.983)	(44.946, 32.977)	(45.034, 32.972)	(45.121, 32.966)	(45.209, 32.961)	(45.296, 32.955)	(45.383, 32.950)	(45.470, 32.945)	(45.556, 32.939)	(45.643, 32.934)	(45.729, 32.928)	(45.815, 32.923)	(45.901, 32.918)	(45.987, 32.912)	(46.072, 32.907)	(46.158, 32.902)	(46.243, 32.897)	(46.328, 32.891)	(46.412, 32.886)	(46.497, 32.881)	(46.582, 32.876)	(46.666, 32.871)	(46.750, 32.865)	(46.834, 32.860)	(46.918, 32.855)	(47.001, 32.850)	(47.085, 32.845)	(47.168, 32.840)	(47.251, 32.835)	(47.334, 32.830)	(47.417, 32.825)	(47.500, 32.820)	(47.582, 32.815)	(47.665, 32.810)	(47.747, 32.805)	(47.829, 32.800)	(47.911, 32.795)	(47.992, 32.791)	(48.074, 32.786)	(48.155, 32.781)	(48.237, 32.776)	(48.318, 32.771)	(48.399, 32.767)	(48.480, 32.762)	(48.560, 32.757)	(48.641, 32.752)	(48.721, 32.748)	(48.802, 32.743)	(48.882, 32.738)	(48.962, 32.734)	(49.042, 32.729)	(49.121, 32.724)	(49.201, 32.720)	(49.280, 32.715)	(49.360, 32.711)	(49.439, 32.706)	(49.518, 32.701)	(49.597, 32.697)	(49.675, 32.692)	(49.754, 32.688)	(49.832, 32.683)	(49.911, 32.679)	(49.989, 32.674)	(50.067, 32.670)	(50.145, 32.666)	
(41.695, 33.128)	(41.791, 33.122)	(41.886, 33.116)	(41.981, 33.109)	(42.076, 33.103)	(42.171, 33.097)	(42.265, 33.090)	(42.359, 33.084)	(42.453, 33.078)	(42.547, 33.072)	(42.640, 33.066)	(42.733, 33.060)	(42.826, 33.053)	(42.919, 33.047)	(43.011, 33.041)	(43.104, 33.035)	(43.196, 33.029)	(43.287, 33.023)	(43.379, 33.017)	(43.470, 33.011)	(43.561, 33.006)	(43.652, 33.000)	(43.743, 32.994)	(43.833, 32.988)	(43.924, 32.982)	(44.014, 32.976)	(44.103, 32.971)	(44.193, 32.965)	(44.282, 32.959)	(44.371, 32.953)	(44.460, 32.948)	(44.549, 32.942)	(44.638, 32.937)	(44.726, 32.931)	(44.814, 32.925)	(44.902, 32.920)	(44.990, 32.914)	(45.078, 32.909)	(45.165, 32.903)	(45.252, 32.898)	(45.339, 32.892)	(45.426, 32.887)	(45.513, 32.881)	(45.599, 32.876)	(45.685, 32.871)	(45.771, 32.865)	(45.857, 32.860)	(45.943, 32.855)	(46.029, 32.849)	(46.114, 32.844)	(46.199, 32.839)	(46.284, 32.834)	(46.369, 32.828)	(46.454, 32.823)	(46.538, 32.818)	(46.622, 32.813)	(46.706, 32.808)	(46.790, 32.803)	(46.874, 32.798)	(46.958, 32.793)	(47.041, 32.788)	(47.125, 32.782)	(47.208, 32.777)	(47.291, 32.772)	(47.374, 32.767)	(47.456, 32.762)	(47.539, 32.758)	(47.621, 32.753)	(47.703, 32.748)	(47.785, 32.743)	(47.867, 32.738)	(47.949, 32.733)	(48.031, 32.728)	(48.112, 32.723)	(48.193, 32.719)	(48.275, 32.714)	(48.356, 32.709)	(48.436, 32.704)	(48.517, 32.700)	(48.598, 32.695)	(48.678, 32.690)	(48.758, 32.685)	(48.839, 32.681)	(48.918, 32.676)	(48.998, 32.671)	(49.078, 32.667)	(49.158, 32.662)	(49.237, 32.658)	(49.316, 32.653)	(49.396, 32.649)	(49.475, 32.644)	(49.553, 32.639)	(49.632, 32.635)	(49.711, 32.630)	(49.789, 32.626)	(49.868, 32.621)	(49.946, 32.617)	(50.024, 32.613)	(50.102, 32.608)	(50.180, 32.604)	
(41.746, 33.064)	(41.841, 33.058)	(41.936, 33.052)	(42.031, 33.045)	(42.126, 33.039)	(42.220, 33.033)	(42.314, 33.027)	(42.408, 33.020)	(42.502, 33.014)	(42.596, 33.008)	(42.689, 33.002)	(42.782, 32.996)	(42.874, 32.990)	(42.967, 32.984)	(43.059, 32.978)	(43.151, 32.972)	(43.243, 32.966)	(43.335, 32.960)	(43.426, 32.954)	(43.517, 32.948)	(43.608, 32.942)	(43.699, 32.936)	(43.789, 32.930)	(43.879, 32.925)	(43.969, 32.919)	(44.059, 32.913)	(44.149, 32.907)	(44.238, 32.902)	(44.327, 32.896)	(44.416, 32.890)	(44.505, 32.885)	(44.594, 32.879)	(44.682, 32.873)	(44.770, 32.868)	(44.858, 32.862)	(44.946, 32.857)	(45.034, 32.851)	(45.121, 32.846)	(45.208, 32.840)	(45.295, 32.835)	(45.382, 32.829)	(45.469, 32.824)	(45.555, 32.819)	(45.642, 32.813)	(45.728, 32.808)	(45.814, 32.802)	(45.899, 32.797)	(45.985, 32.792)	(46.070, 32.787)	(46.155, 32.781)	(46.240, 32.776)	(46.325, 32.771)	(46.410, 32.766)	(46.494, 32.761)	(46.579, 32.755)	(46.663, 32.750)	(46.747, 32.745)	(46.831, 32.740)	(46.914, 32.735)	(46.998, 32.730)	(47.081, 32.725)	(47.164, 32.720)	(47.247, 32.715)	(47.330, 32.710)	(47.413, 32.705)	(47.495, 32.700)	(47.578, 32.695)	(47.660, 32.690)	(47.742, 32.685)	(47.824, 32.680)	(47.906, 32.676)	(47.987, 32.671)	(48.069, 32.666)	(48.150, 32.661)	(48.231, 32.656)	(48.312, 32.652)	(48.393, 32.647)	(48.474, 32.642)	(48.554, 32.637)	(48.635, 32.633)	(48.715, 32.628)	(48.795, 32.623)	(48.875, 32.619)	(48.955, 32.614)	(49.035, 32.609)	(49.114, 32.605)	(49.194, 32.600)	(49.273, 32.596)	(49.352, 32.591)	(49.431, 32.587)	(49.510, 32.582)	(49.589, 32.578)	(49.668, 32.573)	(49.746, 32.569)	(49.825, 32.564)	(49.903, 32.560)	(49.981, 32.555)	(50.059, 32.551)	(50.137, 32.546)	(50.214, 32.542)	
(41.796, 33.000)	(41.891, 32.994)	(41.986, 32.988)	(42.081, 32.981)	(42.175, 32.975)	(42.270, 32.969)	(42.364, 32.963)	(42.457, 32.957)	(42.551, 32.950)	(42.644, 32.944)	(42.737, 32.938)	(42.830, 32.932)	(42.922, 32.926)	(43.015, 32.920)	(43.107, 32.914)	(43.198, 32.908)	(43.290, 32.902)	(43.381, 32.896)	(43.473, 32.890)	(43.563, 32.884)	(43.654, 32.879)	(43.745, 32.873)	(43.835, 32.867)	(43.925, 32.861)	(44.015, 32.855)	(44.105, 32.850)	(44.194, 32.844)	(44.283, 32.838)	(44.372, 32.833)	(44.461, 32.827)	(44.550, 32.821)	(44.638, 32.816)	(44.726, 32.810)	(44.814, 32.805)	(44.902, 32.799)	(44.990, 32.794)	(45.077, 32.788)	(45.164, 32.783)	(45.251, 32.777)	(45.338, 32.772)	(45.425, 32.766)	(45.511, 32.761)	(45.598, 32.756)	(45.684, 32.750)	(45.770, 32.745)	(45.855, 32.740)	(45.941, 32.734)	(46.026, 32.729)	(46.112, 32.724)	(46.197, 32.719)	(46.282, 32.713)	(46.366, 32.708)	(46.451, 32.703)	(46.535, 32.698)	(46.619, 32.693)	(46.703, 32.688)	(46.787, 32.683)	(46.871, 32.678)	(46.954, 32.673)	(47.038, 32.668)	(47.121, 32.663)	(47.204, 32.658)	(47.287, 32.653)	(47.369, 32.648)	(47.452, 32.643)	(47.534, 32.638)	(47.617, 32.633)	(47.699, 32.628)	(47.781, 32.623)	(47.862, 32.618)	(47.944, 32.613)	(48.025, 32.609)	(48.107, 32.604)	(48.188, 32.599)	(48.269, 32.594)	(48.350, 32.589)	(48.430, 32.585)	(48.511, 32.580)	(48.591, 32.575)	(48.672, 32.571)	(48.752, 32.566)	(48.832, 32.561)	(48.912, 32.557)	(48.992, 32.552)	(49.071, 32.547)	(49.151, 32.543)	(49.230, 32.538)	(49.309, 32.534)	(49.388, 32.529)	(49.467, 32.525)	(49.546, 32.520)	(49.624, 32.516)	(49.703, 32.511)	(49.781, 32.507)	(49.860, 32.502)	(49.938, 32.498)	(50.016, 32.493)	(50.094, 32.489)	(50.171, 32.485)	(50.249, 32.480)	
(41.846, 32.936)	(41.941, 32.930)	(42.036, 32.924)	(42.130, 32.918)	(42.225, 32.911)	(42.319, 32.905)	(42.412, 32.899)	(42.506, 32.893)	(42.599, 32.887)	(42.692, 32.881)	(42.785, 32.875)	(42.878, 32.869)	(42.970, 32.863)	(43.062, 32.857)	(43.154, 32.851)	(43.245, 32.845)	(43.337, 32.839)	(43.428, 32.833)	(43.519, 32.827)	(43.610, 32.821)	(43.700, 32.815)	(43.791, 32.809)	(43.881, 32.804)	(43.971, 32.798)	(44.060, 32.792)	(44.150, 32.787)	(44.239, 32.781)	(44.328, 32.775)	(44.417, 32.770)	(44.505, 32.764)	(44.594, 32.758)	(44.682, 32.753)	(44.770, 32.747)	(44.858, 32.742)	(44.946, 32.736)	(45.033, 32.731)	(45.120, 32.725)	(45.207, 32.720)	(45.294, 32.714)	(45.381, 32.709)	(45.467, 32.704)	(45.554, 32.698)	(45.640, 32.693)	(45.726, 32.688)	(45.812, 32.682)	(45.897, 32.677)	(45.983, 32.672)	(46.068, 32.666)	(46.153, 32.661)	(46.238, 32.656)	(46.322, 32.651)	(46.407, 32.646)	(46.491, 32.641)	(46.575, 32.635)	(46.660, 32.630)	(46.743, 32.625)	(46.827, 32.620)	(46.911, 32.615)	(46.994, 32.610)	(47.077, 32.605)	(47.160, 32.600)	(47.243, 32.595)	(47.326, 32.590)	(47.408, 32.585)	(47.491, 32.580)	(47.573, 32.575)	(47.655, 32.571)	(47.737, 32.566)	(47.819, 32.561)	(47.900, 32.556)	(47.982, 32.551)	(48.063, 32.546)	(48.144, 32.542)	(48.225, 32.537)	(48.306, 32.532)	(48.387, 32.527)	(48.468, 32.523)	(48.548, 32.518)	(48.628, 32.513)	(48.709, 32.509)	(48.789, 32.504)	(48.868, 32.499)	(48.948, 32.495)	(49.028, 32.490)	(49.107, 32.486)	(49.187, 32.481)	(49.266, 32.476)	(49.345, 32.472)	(49.424, 32.467)	(49.502, 32.463)	(49.581, 32.458)	(49.660, 32.454)	(49.738, 32.450)	(49.816, 32.445)	(49.894, 32.441)	(49.972, 32.436)	(50.050, 32.432)	(50.128, 32.427)	(50.206, 32.423)	(50.283, 32.419)	
(41.896, 32.873)	(41.991, 32.866)	(42.085, 32.860)	(42.180, 32.854)	(42.274, 32.848)	(42.367, 32.841)	(42.461, 32.835)	(42.554, 32.829)	(42.647, 32.823)	(42.740, 32.817)	(42.833, 32.811)	(42.925, 32.805)	(43.017, 32.799)	(43.109, 32.793)	(43.201, 32.787)	(43.292, 32.781)	(43.383, 32.775)	(43.474, 32.769)	(43.565, 32.764)	(43.656, 32.758)	(43.746, 32.752)	(43.836, 32.746)	(43.926, 32.741)	(44.016, 32.735)	(44.105, 32.729)	(44.195, 32.723)	(44.284, 32.718)	(44.372, 32.712)	(44.461, 32.706)	(44.550, 32.701)	(44.638, 32.695)	(44.726, 32.690)	(44.814, 32.684)	(44.901, 32.679)	(44.989, 32.673)	(45.076, 32.668)	(45.163, 32.662)	(45.250, 32.657)	(45.337, 32.652)	(45.423, 32.646)	(45.510, 32.641)	(45.596, 32.636)	(45.682, 32.630)	(45.768, 32.625)	(45.853, 32.620)	(45.939, 32.614)	(46.024, 32.609)	(46.109, 32.604)	(46.194, 32.599)	(46.279, 32.594)	(46.363, 32.588)	(46.447, 32.583)	(46.532, 32.578)	(46.616, 32.573)	(46.700, 32.568)	(46.783, 32.563)	(46.867, 32.558)	(46.950, 32.553)	(47.033, 32.548)	(47.116, 32.543)	(47.199, 32.538)	(47.282, 32.533)	(47.365, 32.528)	(47.447, 32.523)	(47.529, 32.518)	(47.611, 32.513)	(47.693, 32.508)	(47.775, 32.504)	(47.857, 32.499)	(47.938, 32.494)	(48.020, 32.489)	(48.101, 32.484)	(48.182, 32.480)	(48.263, 32.475)	(48.344, 32.470)	(48.424, 32.465)	(48.505, 32.461)	(48.585, 32.456)	(48.665, 32.451)	(48.745, 32.447)	(48.825, 32.442)	(48.905, 32.438)	(48.984, 32.433)	(49.064, 32.428)	(49.143, 32.424)	(49.222, 32.419)	(49.301, 32.415)	(49.380, 32.410)	(49.459, 32.406)	(49.538, 32.401)	(49.616, 32.397)	(49.695, 32.392)	(49.773, 32.388)	(49.851, 32.383)	(49.929, 32.379)	(50.007, 32.375)	(50.085, 32.370)	(50.162, 32.366)	(50.240, 32.362)	(50.317, 32.357)	
(41.946, 32.809)	(42.040, 32.803)	(42.135, 32.796)	(42.229, 32.790)	(42.322, 32.784)	(42.416, 32.778)	(42.509, 32.772)	(42.602, 32.766)	(42.695, 32.760)	(42.788, 32.754)	(42.880, 32.748)	(42.972, 32.742)	(43.064, 32.736)	(43.156, 32.730)	(43.247, 32.724)	(43.339, 32.718)	(43.430, 32.712)	(43.521, 32.706)	(43.611, 32.700)	(43.701, 32.695)	(43.792, 32.689)	(43.882, 32.683)	(43.971, 32.677)	(44.061, 32.672)	(44.150, 32.666)	(44.239, 32.660)	(44.328, 32.655)	(44.417, 32.649)	(44.505, 32.644)	(44.593, 32.638)	(44.682, 32.632)	(44.769, 32.627)	(44.857, 32.621)	(44.945, 32.616)	(45.032, 32.610)	(45.119, 32.605)	(45.206, 32.600)	(45.293, 32.594)	(45.379, 32.589)	(45.466, 32.584)	(45.552, 32.578)	(45.638, 32.573)	(45.724, 32.568)	(45.809, 32.562)	(45.895, 32.557)	(45.980, 32.552)	(46.065, 32.547)	(46.150, 32.541)	(46.235, 32.536)	(46.319, 32.531)	(46.404, 32.526)	(46.488, 32.521)	(46.572, 32.516)	(46.656, 32.511)	(46.739, 32.506)	(46.823, 32.501)	(46.906, 32.496)	(46.990, 32.491)	(47.073, 32.486)	(47.156, 32.481)	(47.238, 32.476)	(47.321, 32.471)	(47.403, 32.466)	(47.486, 32.461)	(47.568, 32.456)	(47.650, 32.451)	(47.732, 32.446)	(47.813, 32.441)	(47.895, 32.437)	(47.976, 32.432)	(48.057, 32.427)	(48.138, 32.422)	(48.219, 32.418)	(48.300, 32.413)	(48.381, 32.408)	(48.461, 32.404)	(48.541, 32.399)	(48.622, 32.394)	(48.702, 32.390)	(48.782, 32.385)	(48.861, 32.380)	(48.941, 32.376)	(49.020, 32.371)	(49.100, 32.367)	(49.179, 32.362)	(49.258, 32.358)	(49.337, 32.353)	(49.416, 32.349)	(49.494, 32.344)	(49.573, 32.340)	(49.651, 32.335)	(49.730, 32.331)	(49.808, 32.326)	(49.886, 32.322)	(49.964, 32.317)	(50.041, 32.313)	(50.119, 32.309)	(50.197, 32.304)	(50.274, 32.300)	(50.351, 32.296)	
(41.995, 32.745)	(42.089, 32.739)	(42.183, 32.733)	(42.277, 32.727)	(42.371, 32.720)	(42.464, 32.714)	(42.557, 32.708)	(42.650, 32.702)	(42.743, 32.696)	(42.835, 32.690)	(42.927, 32.684)	(43.019, 32.678)	(43.111, 32.672)	(43.203, 32.666)	(43.294, 32.661)	(43.385, 32.655)	(43.476, 32.649)	(43.566, 32.643)	(43.657, 32.637)	(43.747, 32.631)	(43.837, 32.626)	(43.927, 32.620)	(44.016, 32.614)	(44.106, 32.609)	(44.195, 32.603)	(44.284, 32.597)	(44.372, 32.592)	(44.461, 32.586)	(44.549, 32.581)	(44.637, 32.575)	(44.725, 32.570)	(44.813, 32.564)	(44.900, 32.559)	(44.988, 32.553)	(45.075, 32.548)	(45.162, 32.542)	(45.248, 32.537)	(45.335, 32.532)	(45.421, 32.526)	(45.508, 32.521)	(45.594, 32.516)	(45.679, 32.510)	(45.765, 32.505)	(45.851, 32.500)	(45.936, 32.495)	(46.021, 32.489)	(46.106, 32.484)	(46.191, 32.479)	(46.275, 32.474)	(46.360, 32.469)	(46.444, 32.464)	(46.528, 32.458)	(46.612, 32.453)	(46.696, 32.448)	(46.779, 32.443)	(46.863, 32.438)	(46.946, 32.433)	(47.029, 32.428)	(47.112, 32.423)	(47.195, 32.418)	(47.277, 32.413)	(47.360, 32.409)	(47.442, 32.404)	(47.524, 32.399)	(47.606, 32.394)	(47.688, 32.389)	(47.770, 32.384)	(47.851, 32.379)	(47.932, 32.375)	(48.014, 32.370)	(48.095, 32.365)	(48.176, 32.360)	(48.256, 32.356)	(48.337, 32.351)	(48.417, 32.346)	(48.498, 32.342)	(48.578, 32.337)	(48.658, 32.332)	(48.738, 32.328)	(48.818, 32.323)	(48.897, 32.319)	(48.977, 32.314)	(49.056, 32.309)	(49.135, 32.305)	(49.215, 32.300)	(49.293, 32.296)	(49.372, 32.291)	(49.451, 32.287)	(49.529, 32.282)	(49.608, 32.278)	(49.686, 32.274)	(49.764, 32.269)	(49.842, 32.265)	(49.920, 32.260)	(49.998, 32.256)	(50.076, 32.252)	(50.153, 32.247)	(50.231, 32.243)	(50.308, 32.239)	(50.385, 32.234)	
