Index_Num,starttime,resolution,speed,volume,occupancy,speed_处理后,volume_处理后,occupancy_处理后
15336,2011-03-27T18:25:00-07:00,0:05:00,NA,NA,NA,63.18,58,6.64
15338,2011-03-27T18:30:00-07:00,0:05:00,NA,NA,NA,62.17,74,5.79
15340,2011-03-27T18:35:00-07:00,0:05:00,NA,NA,NA,63.1,52,4.74
15342,2011-03-27T18:40:00-07:00,0:05:00,NA,NA,NA,63.75,58,5.99
15344,2011-03-27T18:45:00-07:00,0:05:00,NA,NA,NA,63.94,38,3.17
15346,2011-03-27T18:50:00-07:00,0:05:00,NA,NA,NA,63.47,58,4.47
15349,2011-03-27T18:55:00-07:00,0:05:00,NA,NA,NA,64.09,53,5.59
15351,2011-03-27T19:00:00-07:00,0:05:00,NA,NA,NA,63.33,33,5.72
15352,2011-03-27T19:05:00-07:00,0:05:00,NA,NA,NA,64.95,46,4.88
15354,2011-03-27T19:10:00-07:00,0:05:00,NA,NA,NA,63.56,62,6.07
15357,2011-03-27T19:15:00-07:00,0:05:00,NA,NA,NA,64.48,50,5.39
15358,2011-03-27T19:20:00-07:00,0:05:00,NA,NA,NA,64.25,59,4.41
15360,2011-03-27T19:25:00-07:00,0:05:00,NA,NA,NA,64.62,34,3.43
15362,2011-03-27T19:30:00-07:00,0:05:00,NA,NA,NA,65.2,59,5.66
15364,2011-03-27T19:35:00-07:00,0:05:00,NA,NA,NA,65.64,29,3.39
15366,2011-03-27T19:40:00-07:00,0:05:00,NA,NA,NA,64.1,26,3.23
15368,2011-03-27T19:45:00-07:00,0:05:00,NA,NA,NA,64.62,41,5.37
15370,2011-03-27T19:50:00-07:00,0:05:00,NA,NA,NA,63.11,35,4
15372,2011-03-27T19:55:00-07:00,0:05:00,NA,NA,NA,60.97,33,5.09
15374,2011-03-27T20:00:00-07:00,0:05:00,NA,NA,NA,61.41,24,2.37
15376,2011-03-27T20:05:00-07:00,0:05:00,NA,NA,NA,61.96,45,5
15378,2011-03-27T20:10:00-07:00,0:05:00,NA,NA,NA,63.02,30,3.24
15381,2011-03-27T20:15:00-07:00,0:05:00,NA,NA,NA,64.07,18,2.23
15383,2011-03-27T20:20:00-07:00,0:05:00,NA,NA,NA,63.8,34,2.95
15384,2011-03-27T20:25:00-07:00,0:05:00,NA,NA,NA,61.65,39,4.29
15386,2011-03-27T20:30:00-07:00,0:05:00,NA,NA,NA,62.66,31,2.93
15388,2011-03-27T20:35:00-07:00,0:05:00,NA,NA,NA,61.97,26,4.15
15390,2011-03-27T20:40:00-07:00,0:05:00,NA,NA,NA,64,19,2.22
15392,2011-03-27T20:45:00-07:00,0:05:00,NA,NA,NA,62.18,33,3.96
15394,2011-03-27T20:50:00-07:00,0:05:00,NA,NA,NA,63.55,34,3.44
15396,2011-03-27T20:55:00-07:00,0:05:00,NA,NA,NA,62.51,21,3.42
15398,2011-03-27T21:00:00-07:00,0:05:00,NA,NA,NA,62.16,27,3.11
15400,2011-03-27T21:05:00-07:00,0:05:00,NA,NA,NA,63.17,29,2.12
15402,2011-03-27T21:10:00-07:00,0:05:00,NA,NA,NA,62.82,37,3.67
15404,2011-03-27T21:15:00-07:00,0:05:00,NA,NA,NA,64.69,12,1.91
15406,2011-03-27T21:20:00-07:00,0:05:00,NA,NA,NA,64.35,22,2.22
15408,2011-03-27T21:25:00-07:00,0:05:00,NA,NA,NA,62.39,16,2.09
15410,2011-03-27T21:30:00-07:00,0:05:00,NA,NA,NA,62.71,19,2.41
15412,2011-03-27T21:35:00-07:00,0:05:00,NA,NA,NA,64.2,21,1.89
15414,2011-03-27T21:40:00-07:00,0:05:00,NA,NA,NA,65.17,12,0.79
15416,2011-03-27T21:45:00-07:00,0:05:00,NA,NA,NA,62.4,25,3.05
15419,2011-03-27T21:50:00-07:00,0:05:00,NA,NA,NA,62.37,22,1.89
15420,2011-03-27T21:55:00-07:00,0:05:00,NA,NA,NA,63.91,5,0.5
15422,2011-03-27T22:00:00-07:00,0:05:00,NA,NA,NA,63.63,16,1.62
15425,2011-03-27T22:05:00-07:00,0:05:00,NA,NA,NA,64.13,16,1.92
15426,2011-03-27T22:10:00-07:00,0:05:00,NA,NA,NA,56.17,19,1.25
15428,2011-03-27T22:15:00-07:00,0:05:00,NA,NA,NA,63.6,7,1.27
15430,2011-03-27T22:20:00-07:00,0:05:00,NA,NA,NA,62.01,12,0.66
15432,2011-03-27T22:25:00-07:00,0:05:00,NA,NA,NA,64.23,20,1.96
15434,2011-03-27T22:30:00-07:00,0:05:00,NA,NA,NA,62.41,14,1.11
15436,2011-03-27T22:35:00-07:00,0:05:00,NA,NA,NA,61.95,13,1.52
15438,2011-03-27T22:40:00-07:00,0:05:00,NA,NA,NA,62.64,12,1.21
15440,2011-03-27T22:45:00-07:00,0:05:00,NA,NA,NA,60.87,13,1.12
15442,2011-03-27T22:50:00-07:00,0:05:00,NA,NA,NA,62.16,5,0.53
15445,2011-03-27T22:55:00-07:00,0:05:00,NA,NA,NA,62.18,15,1.28
15446,2011-03-27T23:00:00-07:00,0:05:00,NA,NA,NA,59.52,6,0.66
15448,2011-03-27T23:05:00-07:00,0:05:00,NA,NA,NA,54.71,7,0.66
15450,2011-03-27T23:10:00-07:00,0:05:00,NA,NA,NA,64.13,8,0.43
15452,2011-03-27T23:15:00-07:00,0:05:00,NA,NA,NA,65.33,2,0
15454,2011-03-27T23:20:00-07:00,0:05:00,NA,NA,NA,62.85,7,0.81
15456,2011-03-27T23:25:00-07:00,0:05:00,NA,NA,NA,59.89,3,0.31
15458,2011-03-27T23:30:00-07:00,0:05:00,NA,NA,NA,62.67,5,0.5
15460,2011-03-27T23:35:00-07:00,0:05:00,NA,NA,NA,55.22,5,0.56
15462,2011-03-27T23:40:00-07:00,0:05:00,NA,NA,NA,62.27,4,0.29
15464,2011-03-27T23:45:00-07:00,0:05:00,NA,NA,NA,62.25,2,0.06
15466,2011-03-27T23:50:00-07:00,0:05:00,NA,NA,NA,70,1,0
15468,2011-03-27T23:55:00-07:00,0:05:00,NA,NA,NA,63.91,6,0.36
15470,2011-03-28T00:00:00-07:00,0:05:00,NA,NA,NA,60.88,7,0.88
15472,2011-03-28T00:05:00-07:00,0:05:00,NA,NA,NA,62.69,1,0.18
15475,2011-03-28T00:10:00-07:00,0:05:00,NA,NA,NA,63.4,2,0.04
15476,2011-03-28T00:15:00-07:00,0:05:00,NA,NA,NA,67.75,4,0.34
15479,2011-03-28T00:20:00-07:00,0:05:00,NA,NA,NA,65,4,0.4
15481,2011-03-28T00:25:00-07:00,0:05:00,NA,NA,NA,64.73,6,0.27
15482,2011-03-28T00:30:00-07:00,0:05:00,NA,NA,NA,50.23,9,0.46
15484,2011-03-28T00:35:00-07:00,0:05:00,NA,NA,NA,62.47,7,0.52
15487,2011-03-28T00:40:00-07:00,0:05:00,NA,NA,NA,60.96,3,0.1
15488,2011-03-28T00:45:00-07:00,0:05:00,NA,NA,NA,58.74,3,0.28
15491,2011-03-28T00:50:00-07:00,0:05:00,NA,NA,NA,63.1,2,0.04
15492,2011-03-28T00:55:00-07:00,0:05:00,NA,NA,NA,62.86,1,0.11
15495,2011-03-28T01:00:00-07:00,0:05:00,NA,NA,NA,64.2,1,0.06
15496,2011-03-28T01:05:00-07:00,0:05:00,NA,NA,NA,62.75,0,0
15498,2011-03-28T01:10:00-07:00,0:05:00,NA,NA,NA,60.17,1,0.1
15501,2011-03-28T01:15:00-07:00,0:05:00,NA,NA,NA,59.89,2,0.14
15502,2011-03-28T01:20:00-07:00,0:05:00,NA,NA,NA,60.88,0,0
15504,2011-03-28T01:25:00-07:00,0:05:00,NA,NA,NA,63.33,0,0.01
15506,2011-03-28T01:30:00-07:00,0:05:00,NA,NA,NA,63.6,1,0.1
15508,2011-03-28T01:35:00-07:00,0:05:00,NA,NA,NA,63.2,1,0.07
15510,2011-03-28T01:40:00-07:00,0:05:00,NA,NA,NA,60.97,0,0
15513,2011-03-28T01:45:00-07:00,0:05:00,NA,NA,NA,63.17,2,0.22
15515,2011-03-28T01:50:00-07:00,0:05:00,NA,NA,NA,65.2,2,0.03
15517,2011-03-28T01:55:00-07:00,0:05:00,NA,NA,NA,63.33,2,0
15518,2011-03-28T02:00:00-07:00,0:05:00,NA,NA,NA,66.11,0,0
15520,2011-03-28T02:05:00-07:00,0:05:00,NA,NA,NA,61.47,0,0
15523,2011-03-28T02:10:00-07:00,0:05:00,NA,NA,NA,57.29,1,0.11
15524,2011-03-28T02:15:00-07:00,0:05:00,NA,NA,NA,63.13,0,0
15526,2011-03-28T02:20:00-07:00,0:05:00,NA,NA,NA,44,2,0.18
15528,2011-03-28T02:25:00-07:00,0:05:00,NA,NA,NA,67.43,0,0.03
15530,2011-03-28T02:30:00-07:00,0:05:00,NA,NA,NA,65.17,4,0.03
15532,2011-03-28T02:35:00-07:00,0:05:00,NA,NA,NA,57.51,1,0.05
15534,2011-03-28T02:40:00-07:00,0:05:00,NA,NA,NA,64.07,2,0.34
15536,2011-03-28T02:45:00-07:00,0:05:00,NA,NA,NA,46.93,1,0.06
15538,2011-03-28T02:50:00-07:00,0:05:00,NA,NA,NA,66.88,0,0
15540,2011-03-28T02:55:00-07:00,0:05:00,NA,NA,NA,63.13,0,0
15542,2011-03-28T03:00:00-07:00,0:05:00,NA,NA,NA,60.44,3,0.17
15544,2011-03-28T03:05:00-07:00,0:05:00,NA,NA,NA,59.93,4,0.05
15547,2011-03-28T03:10:00-07:00,0:05:00,NA,NA,NA,61.53,0,0
15548,2011-03-28T03:15:00-07:00,0:05:00,NA,NA,NA,67.5,1,0
15550,2011-03-28T03:20:00-07:00,0:05:00,NA,NA,NA,58.33,1,0.05
15552,2011-03-28T03:25:00-07:00,0:05:00,NA,NA,NA,74.32,4,0.16
15555,2011-03-28T03:30:00-07:00,0:05:00,NA,NA,NA,67.78,4,0.34
15556,2011-03-28T03:35:00-07:00,0:05:00,NA,NA,NA,64.61,9,0.38
15558,2011-03-28T03:40:00-07:00,0:05:00,NA,NA,NA,67.78,5,0.22
15560,2011-03-28T03:45:00-07:00,0:05:00,NA,NA,NA,64.8,8,0.69
15562,2011-03-28T03:50:00-07:00,0:05:00,NA,NA,NA,67.67,2,0.07
15564,2011-03-28T03:55:00-07:00,0:05:00,NA,NA,NA,64.29,8,0.43
15566,2011-03-28T04:00:00-07:00,0:05:00,NA,NA,NA,62.04,9,0.61
15568,2011-03-28T04:05:00-07:00,0:05:00,NA,NA,NA,65.92,6,0.18
15570,2011-03-28T04:10:00-07:00,0:05:00,NA,NA,NA,64.17,2,0.19
15572,2011-03-28T04:15:00-07:00,0:05:00,NA,NA,NA,61.95,5,0.43
15575,2011-03-28T04:20:00-07:00,0:05:00,NA,NA,NA,44.95,5,0.11
15576,2011-03-28T04:25:00-07:00,0:05:00,NA,NA,NA,64.73,3,0.55
15578,2011-03-28T04:30:00-07:00,0:05:00,NA,NA,NA,63.37,27,2.41
15580,2011-03-28T04:35:00-07:00,0:05:00,NA,NA,NA,64,17,1.47
15582,2011-03-28T04:40:00-07:00,0:05:00,NA,NA,NA,62.46,25,2.21
15584,2011-03-28T04:45:00-07:00,0:05:00,NA,NA,NA,68.04,26,1.56
15586,2011-03-28T04:50:00-07:00,0:05:00,NA,NA,NA,64.57,17,1.85
15588,2011-03-28T04:55:00-07:00,0:05:00,NA,NA,NA,63.07,23,2.21
15590,2011-03-28T05:00:00-07:00,0:05:00,NA,NA,NA,61.94,33,2.92
15592,2011-03-28T05:05:00-07:00,0:05:00,NA,NA,NA,66.91,31,3.15
15594,2011-03-28T05:10:00-07:00,0:05:00,NA,NA,NA,60.7,28,3.53
15596,2011-03-28T05:15:00-07:00,0:05:00,NA,NA,NA,64.02,28,3.31
15598,2011-03-28T05:20:00-07:00,0:05:00,NA,NA,NA,63.07,48,4.14
15600,2011-03-28T05:25:00-07:00,0:05:00,NA,NA,NA,63.48,56,4.2
15602,2011-03-28T05:30:00-07:00,0:05:00,NA,NA,NA,62.03,80,7.05
15604,2011-03-28T05:35:00-07:00,0:05:00,NA,NA,NA,62.69,72,8.42
15606,2011-03-28T05:40:00-07:00,0:05:00,NA,NA,NA,60.69,68,9.93
15608,2011-03-28T05:45:00-07:00,0:05:00,NA,NA,NA,63.15,47,5.85
15610,2011-03-28T05:50:00-07:00,0:05:00,NA,NA,NA,62.83,68,9.05
15612,2011-03-28T05:55:00-07:00,0:05:00,NA,NA,NA,62.29,68,8.45
15615,2011-03-28T06:00:00-07:00,0:05:00,NA,NA,NA,62.76,74,5.68
15617,2011-03-28T06:05:00-07:00,0:05:00,NA,NA,NA,62.86,54,6.21
15618,2011-03-28T06:10:00-07:00,0:05:00,NA,NA,NA,60.37,95,11.27
15620,2011-03-28T06:15:00-07:00,0:05:00,NA,NA,NA,54.73,35,13
15623,2011-03-28T06:20:00-07:00,0:05:00,NA,NA,NA,42.99,69,18.57
15624,2011-03-28T06:25:00-07:00,0:05:00,NA,NA,NA,47.19,82,15.07
15626,2011-03-28T06:30:00-07:00,0:05:00,NA,NA,NA,50.96,57,13.7
15628,2011-03-28T06:35:00-07:00,0:05:00,NA,NA,NA,45.48,70,15.91
15630,2011-03-28T06:40:00-07:00,0:05:00,NA,NA,NA,48.24,70,14.9
15632,2011-03-28T06:45:00-07:00,0:05:00,NA,NA,NA,47.35,81,15.3
15634,2011-03-28T06:50:00-07:00,0:05:00,NA,NA,NA,53.23,85,10.42
15636,2011-03-28T06:55:00-07:00,0:05:00,NA,NA,NA,56.97,35,8.29
15638,2011-03-28T07:00:00-07:00,0:05:00,NA,NA,NA,59.28,91,9.34
15640,2011-03-28T07:05:00-07:00,0:05:00,NA,NA,NA,59.17,49,7.15
15642,2011-03-28T07:10:00-07:00,0:05:00,NA,NA,NA,55.27,63,12.4
15644,2011-03-28T07:15:00-07:00,0:05:00,NA,NA,NA,55.17,41,11.57
15647,2011-03-28T07:20:00-07:00,0:05:00,NA,NA,NA,55.29,87,12.02
15648,2011-03-28T07:25:00-07:00,0:05:00,NA,NA,NA,52.3,72,11.01
15650,2011-03-28T07:30:00-07:00,0:05:00,NA,NA,NA,49.45,66,13.74
15652,2011-03-28T07:35:00-07:00,0:05:00,NA,NA,NA,41.44,75,17.18
15654,2011-03-28T07:40:00-07:00,0:05:00,NA,NA,NA,33.77,44,28.31
15657,2011-03-28T07:45:00-07:00,0:05:00,NA,NA,NA,40.25,75,20.64
15658,2011-03-28T07:50:00-07:00,0:05:00,NA,NA,NA,39.17,68,21.16
15660,2011-03-28T07:55:00-07:00,0:05:00,NA,NA,NA,42.62,70,19.24
15662,2011-03-28T08:00:00-07:00,0:05:00,NA,NA,NA,43.95,59,23.3
15664,2011-03-28T08:05:00-07:00,0:05:00,NA,NA,NA,45.04,85,16.82
15666,2011-03-28T08:10:00-07:00,0:05:00,NA,NA,NA,36.52,53,22.11
15668,2011-03-28T08:15:00-07:00,0:05:00,NA,NA,NA,39.91,60,19.34
15670,2011-03-28T08:20:00-07:00,0:05:00,NA,NA,NA,44.53,58,17.07
15672,2011-03-28T08:25:00-07:00,0:05:00,NA,NA,NA,37.25,77,22.59
15674,2011-03-28T08:30:00-07:00,0:05:00,NA,NA,NA,36.82,77,25.24
15677,2011-03-28T08:35:00-07:00,0:05:00,NA,NA,NA,51.68,82,12.56
15678,2011-03-28T08:40:00-07:00,0:05:00,NA,NA,NA,46.11,60,15.88
15680,2011-03-28T08:45:00-07:00,0:05:00,NA,NA,NA,45.25,73,19.29
15682,2011-03-28T08:50:00-07:00,0:05:00,NA,NA,NA,40.64,69,18.46
15684,2011-03-28T08:55:00-07:00,0:05:00,NA,NA,NA,43.49,69,22.05
15686,2011-03-28T09:00:00-07:00,0:05:00,NA,NA,NA,49.4,73,16.25
15688,2011-03-28T09:05:00-07:00,0:05:00,NA,NA,NA,42.71,109,18.96
15691,2011-03-28T09:10:00-07:00,0:05:00,NA,NA,NA,34.34,53,24.27
15692,2011-03-28T09:15:00-07:00,0:05:00,NA,NA,NA,52.08,63,11.28
15694,2011-03-28T09:20:00-07:00,0:05:00,NA,NA,NA,54.73,80,12.28
15696,2011-03-28T09:25:00-07:00,0:05:00,NA,NA,NA,59.74,81,9.38
15698,2011-03-28T09:30:00-07:00,0:05:00,NA,NA,NA,58.53,103,11.05
15700,2011-03-28T09:35:00-07:00,0:05:00,NA,NA,NA,59.31,108,10.35
15702,2011-03-28T09:40:00-07:00,0:05:00,NA,NA,NA,58.31,82,11.92
15704,2011-03-28T09:45:00-07:00,0:05:00,NA,NA,NA,60.26,89,11.94
15706,2011-03-28T09:50:00-07:00,0:05:00,NA,NA,NA,60.64,77,9.03
15708,2011-03-28T09:55:00-07:00,0:05:00,NA,NA,NA,61.81,55,6.99
15710,2011-03-28T10:00:00-07:00,0:05:00,NA,NA,NA,60.41,82,11.07
15712,2011-03-28T10:05:00-07:00,0:05:00,NA,NA,NA,61.04,109,9.63
15714,2011-03-28T10:10:00-07:00,0:05:00,NA,NA,NA,60.35,62,9.56
15716,2011-03-28T10:15:00-07:00,0:05:00,NA,NA,NA,62.33,84,9.55
15719,2011-03-28T10:20:00-07:00,0:05:00,NA,NA,NA,61.27,78,10.29
15721,2011-03-28T10:25:00-07:00,0:05:00,NA,NA,NA,61.09,62,10.37
15722,2011-03-28T10:30:00-07:00,0:05:00,NA,NA,NA,59.65,84,13.38
15724,2011-03-28T10:35:00-07:00,0:05:00,NA,NA,NA,61.26,78,8.49
15727,2011-03-28T10:40:00-07:00,0:05:00,NA,NA,NA,60.91,62,10.9
15728,2011-03-28T10:45:00-07:00,0:05:00,NA,NA,NA,60.01,92,11.93
15730,2011-03-28T10:50:00-07:00,0:05:00,NA,NA,NA,59.85,56,8.31
15732,2011-03-28T10:55:00-07:00,0:05:00,NA,NA,NA,61.27,48,9.9
15734,2011-03-28T11:00:00-07:00,0:05:00,NA,NA,NA,59.5,72,11.68
15736,2011-03-28T11:05:00-07:00,0:05:00,NA,NA,NA,61.61,115,10.53
15738,2011-03-28T11:10:00-07:00,0:05:00,NA,NA,NA,60.37,74,11.85
15740,2011-03-28T11:15:00-07:00,0:05:00,NA,NA,NA,61.32,75,10.09
15742,2011-03-28T11:20:00-07:00,0:05:00,NA,NA,NA,61.08,56,7.94
15744,2011-03-28T11:25:00-07:00,0:05:00,NA,NA,NA,59.94,88,13.15
15746,2011-03-28T11:30:00-07:00,0:05:00,NA,NA,NA,60.31,102,9.9
15748,2011-03-28T11:35:00-07:00,0:05:00,NA,NA,NA,62.31,80,9.27
15751,2011-03-28T11:40:00-07:00,0:05:00,NA,NA,NA,60.34,65,13
15752,2011-03-28T11:45:00-07:00,0:05:00,NA,NA,NA,60.52,97,11.76
15754,2011-03-28T11:50:00-07:00,0:05:00,NA,NA,NA,60.91,52,10.5
15756,2011-03-28T11:55:00-07:00,0:05:00,NA,NA,NA,58.91,93,12.76
15759,2011-03-28T12:00:00-07:00,0:05:00,NA,NA,NA,61.17,62,7.12
15760,2011-03-28T12:05:00-07:00,0:05:00,NA,NA,NA,59.53,94,12.33
15762,2011-03-28T12:10:00-07:00,0:05:00,NA,NA,NA,61.62,56,8.85
15764,2011-03-28T12:15:00-07:00,0:05:00,NA,NA,NA,60.37,85,11.68
15766,2011-03-28T12:20:00-07:00,0:05:00,NA,NA,NA,60.4,68,11.25
15768,2011-03-28T12:25:00-07:00,0:05:00,NA,NA,NA,61.53,43,8.64
15770,2011-03-28T12:30:00-07:00,0:05:00,NA,NA,NA,60.56,88,9.67
15772,2011-03-28T12:35:00-07:00,0:05:00,NA,NA,NA,59.56,83,13.98
15774,2011-03-28T12:40:00-07:00,0:05:00,NA,NA,NA,62.39,121,10.74
15776,2011-03-28T12:45:00-07:00,0:05:00,NA,NA,NA,62.31,82,9.37
15778,2011-03-28T12:50:00-07:00,0:05:00,NA,NA,NA,61.97,59,10.26
15780,2011-03-28T12:55:00-07:00,0:05:00,NA,NA,NA,60.65,115,12.42
15783,2011-03-28T13:00:00-07:00,0:05:00,NA,NA,NA,61.71,92,10.63
15785,2011-03-28T13:05:00-07:00,0:05:00,NA,NA,NA,57.5,89,14.07
15786,2011-03-28T13:10:00-07:00,0:05:00,NA,NA,NA,58.39,94,11.69
15788,2011-03-28T13:15:00-07:00,0:05:00,NA,NA,NA,57.76,97,12.24
15790,2011-03-28T13:20:00-07:00,0:05:00,NA,NA,NA,60.58,80,11.29
15793,2011-03-28T13:25:00-07:00,0:05:00,NA,NA,NA,60.35,79,10.62
15794,2011-03-28T13:30:00-07:00,0:05:00,NA,NA,NA,57.43,95,9.72
15796,2011-03-28T13:35:00-07:00,0:05:00,NA,NA,NA,57.28,78,9.94
15798,2011-03-28T13:40:00-07:00,0:05:00,NA,NA,NA,60.24,112,10.8
15800,2011-03-28T13:45:00-07:00,0:05:00,NA,NA,NA,58.76,108,13.06
15802,2011-03-28T13:50:00-07:00,0:05:00,NA,NA,NA,58.9,102,11.05
15804,2011-03-28T13:55:00-07:00,0:05:00,NA,NA,NA,60.62,83,11.93
15806,2011-03-28T14:00:00-07:00,0:05:00,NA,NA,NA,60.96,71,9.18
15808,2011-03-28T14:05:00-07:00,0:05:00,NA,NA,NA,60.58,95,11.56
15810,2011-03-28T14:10:00-07:00,0:05:00,NA,NA,NA,59.18,102,11.74
15812,2011-03-28T14:15:00-07:00,0:05:00,NA,NA,NA,60.14,89,11.04
15814,2011-03-28T14:20:00-07:00,0:05:00,NA,NA,NA,59.82,87,14.09
15817,2011-03-28T14:25:00-07:00,0:05:00,NA,NA,NA,58.09,81,10.28
15818,2011-03-28T14:30:00-07:00,0:05:00,NA,NA,NA,45.16,99,20.48
15820,2011-03-28T14:35:00-07:00,0:05:00,NA,NA,NA,32.21,78,26.63
15822,2011-03-28T14:40:00-07:00,0:05:00,NA,NA,NA,40.81,51,21.59
15825,2011-03-28T14:45:00-07:00,0:05:00,NA,NA,NA,45.43,75,18.32
15826,2011-03-28T14:50:00-07:00,0:05:00,NA,NA,NA,31.18,63,29.24
15828,2011-03-28T14:55:00-07:00,0:05:00,NA,NA,NA,40.14,107,20.18
15830,2011-03-28T15:00:00-07:00,0:05:00,NA,NA,NA,23.77,39,39.11
15832,2011-03-28T15:05:00-07:00,0:05:00,NA,NA,NA,22.63,54,38.7
15834,2011-03-28T15:10:00-07:00,0:05:00,NA,NA,NA,24.37,33,11.57
15836,2011-03-28T15:15:00-07:00,0:05:00,NA,NA,NA,25.63,36,23.38
15838,2011-03-28T15:20:00-07:00,0:05:00,NA,NA,NA,22.1,38,42.03
15840,2011-03-28T15:25:00-07:00,0:05:00,NA,NA,NA,37.64,101,25
15842,2011-03-28T15:30:00-07:00,0:05:00,NA,NA,NA,50.7,88,15.43
15845,2011-03-28T15:35:00-07:00,0:05:00,NA,NA,NA,29.84,75,30.32
15846,2011-03-28T15:40:00-07:00,0:05:00,NA,NA,NA,38.12,119,22.53
15849,2011-03-28T15:45:00-07:00,0:05:00,NA,NA,NA,35.98,88,22.46
15851,2011-03-28T15:50:00-07:00,0:05:00,NA,NA,NA,46.74,65,15.9
15853,2011-03-28T15:55:00-07:00,0:05:00,NA,NA,NA,39.18,114,21.16
15854,2011-03-28T16:00:00-07:00,0:05:00,NA,NA,NA,46.16,69,18.09
15856,2011-03-28T16:05:00-07:00,0:05:00,NA,NA,NA,36.29,64,20.58
15858,2011-03-28T16:10:00-07:00,0:05:00,NA,NA,NA,33.19,91,27.4
15860,2011-03-28T16:15:00-07:00,0:05:00,NA,NA,NA,55.82,60,12.72
15862,2011-03-28T16:20:00-07:00,0:05:00,NA,NA,NA,57.78,102,11.19
15864,2011-03-28T16:25:00-07:00,0:05:00,NA,NA,NA,54.61,99,14.01
15866,2011-03-28T16:30:00-07:00,0:05:00,NA,NA,NA,50.41,111,16.65
15868,2011-03-28T16:35:00-07:00,0:05:00,NA,NA,NA,33.55,79,23.15
15870,2011-03-28T16:40:00-07:00,0:05:00,NA,NA,NA,57.88,94,11.31
15872,2011-03-28T16:45:00-07:00,0:05:00,NA,NA,NA,59.53,95,10.97
15874,2011-03-28T16:50:00-07:00,0:05:00,NA,NA,NA,58.04,72,9.86
15876,2011-03-28T16:55:00-07:00,0:05:00,NA,NA,NA,61.38,89,9.96
15878,2011-03-28T17:00:00-07:00,0:05:00,NA,NA,NA,59.89,59,9.42
15880,2011-03-28T17:05:00-07:00,0:05:00,NA,NA,NA,58.31,76,9.81
15882,2011-03-28T17:10:00-07:00,0:05:00,NA,NA,NA,56.46,70,8.41
15885,2011-03-28T17:15:00-07:00,0:05:00,NA,NA,NA,46.73,57,17.56
15887,2011-03-28T17:20:00-07:00,0:05:00,NA,NA,NA,58.26,97,10.87
15888,2011-03-28T17:25:00-07:00,0:05:00,NA,NA,NA,59.77,86,11.57
15890,2011-03-28T17:30:00-07:00,0:05:00,NA,NA,NA,61.9,83,10.12
15893,2011-03-28T17:35:00-07:00,0:05:00,NA,NA,NA,58.37,74,10.22
15894,2011-03-28T17:40:00-07:00,0:05:00,NA,NA,NA,57.96,74,12.87
15896,2011-03-28T17:45:00-07:00,0:05:00,NA,NA,NA,59.99,82,10.24
15898,2011-03-28T17:50:00-07:00,0:05:00,NA,NA,NA,60.11,67,10.57
15900,2011-03-28T17:55:00-07:00,0:05:00,NA,NA,NA,61.64,84,10.47
15902,2011-03-28T18:00:00-07:00,0:05:00,NA,NA,NA,58.77,63,9.45
15904,2011-03-28T18:05:00-07:00,0:05:00,NA,NA,NA,60.22,95,11.15
15906,2011-03-28T18:10:00-07:00,0:05:00,NA,NA,NA,60.29,82,9.33
15908,2011-03-28T18:15:00-07:00,0:05:00,NA,NA,NA,60.44,57,11.81
15910,2011-03-28T18:20:00-07:00,0:05:00,NA,NA,NA,61.77,82,6.81
15912,2011-03-28T18:25:00-07:00,0:05:00,NA,NA,NA,62.09,66,7.06
15914,2011-03-28T18:30:00-07:00,0:05:00,NA,NA,NA,61.52,77,6.23
15917,2011-03-28T18:35:00-07:00,0:05:00,NA,NA,NA,61.99,66,5.65
15919,2011-03-28T18:40:00-07:00,0:05:00,NA,NA,NA,63.02,67,6.31
15920,2011-03-28T18:45:00-07:00,0:05:00,NA,NA,NA,62.78,45,3.69
15922,2011-03-28T18:50:00-07:00,0:05:00,NA,NA,NA,62.6,62,4.87
15924,2011-03-28T18:55:00-07:00,0:05:00,NA,NA,NA,64.77,47,5.1
15926,2011-03-28T19:00:00-07:00,0:05:00,NA,NA,NA,62.16,26,8.36
15928,2011-03-28T19:05:00-07:00,0:05:00,NA,NA,NA,64.25,47,4.85
15930,2011-03-28T19:10:00-07:00,0:05:00,NA,NA,NA,63.81,56,6.85
15932,2011-03-28T19:15:00-07:00,0:05:00,NA,NA,NA,64.37,56,5.99
15934,2011-03-28T19:20:00-07:00,0:05:00,NA,NA,NA,64.65,61,4.52
15936,2011-03-28T19:25:00-07:00,0:05:00,NA,NA,NA,63.68,26,3.13
15938,2011-03-28T19:30:00-07:00,0:05:00,NA,NA,NA,64.71,41,4.45
15940,2011-03-28T19:35:00-07:00,0:05:00,NA,NA,NA,65.38,24,3.28
15942,2011-03-28T19:40:00-07:00,0:05:00,NA,NA,NA,64.58,34,4.68
15944,2011-03-28T19:45:00-07:00,0:05:00,NA,NA,NA,65.38,35,4.52
15946,2011-03-28T19:50:00-07:00,0:05:00,NA,NA,NA,63.53,26,3
15948,2011-03-28T19:55:00-07:00,0:05:00,NA,NA,NA,61.69,26,4.75
15950,2011-03-28T20:00:00-07:00,0:05:00,NA,NA,NA,61.68,25,2.29
15952,2011-03-28T20:05:00-07:00,0:05:00,NA,NA,NA,62.5,47,4.67
15955,2011-03-28T20:10:00-07:00,0:05:00,NA,NA,NA,62.83,32,3.1
15956,2011-03-28T20:15:00-07:00,0:05:00,NA,NA,NA,63.82,18,3.36
